"CNES","COMPETEN","data","ano","mes","tmn","tmn_pre","tmn_tar","NOME","NATUREZA","GESTAO","ZONA","npartos","sem.gest","n.consultas","idade","escolaridade","apgar","cesarea","tmn.geral","tmn.pre","tmn.tar"
2270021,201410,2014-10-01,2014,"10",6.36942675159236,6.36942675159236,0,"MATERNIDADE ESCOLA DA UFRJ","ADMINISTRACAO PUBLICA","M","SUL","medio","alto","baixo","alto","baixo","alto","medio","medio","medio","baixo"
2270021,201411,2014-11-01,2014,"11",0,0,0,"MATERNIDADE ESCOLA DA UFRJ","ADMINISTRACAO PUBLICA","M","SUL","medio","medio","baixo","alto","baixo","baixo","alto","baixo","baixo","baixo"
2270021,201412,2014-12-01,2014,"12",0,0,0,"MATERNIDADE ESCOLA DA UFRJ","ADMINISTRACAO PUBLICA","M","SUL","medio","medio","baixo","alto","baixo","baixo","alto","baixo","baixo","baixo"
2270021,201501,2015-01-01,2015,"01",11.6959064327485,11.6959064327485,0,"MATERNIDADE ESCOLA DA UFRJ","ADMINISTRACAO PUBLICA","M","SUL","medio","alto","baixo","alto","medio","medio","alto","alto","alto","baixo"
2270021,201502,2015-02-01,2015,"02",6.02409638554217,6.02409638554217,0,"MATERNIDADE ESCOLA DA UFRJ","ADMINISTRACAO PUBLICA","M","SUL","medio","alto","baixo","alto","baixo","medio","alto","medio","medio","baixo"
2270021,201503,2015-03-01,2015,"03",15.8730158730159,10.5820105820106,5.29100529100529,"MATERNIDADE ESCOLA DA UFRJ","ADMINISTRACAO PUBLICA","M","SUL","medio","alto","baixo","alto","baixo","medio","medio","alto","alto","alto"
2270021,201504,2015-04-01,2015,"04",15.8730158730159,15.8730158730159,0,"MATERNIDADE ESCOLA DA UFRJ","ADMINISTRACAO PUBLICA","M","SUL","medio","alto","baixo","alto","medio","alto","alto","alto","alto","baixo"
2270021,201505,2015-05-01,2015,"05",17.7514792899408,11.8343195266272,5.91715976331361,"MATERNIDADE ESCOLA DA UFRJ","ADMINISTRACAO PUBLICA","M","SUL","medio","medio","baixo","medio","baixo","alto","medio","alto","alto","alto"
2270021,201506,2015-06-01,2015,"06",6.41025641025641,6.41025641025641,0,"MATERNIDADE ESCOLA DA UFRJ","ADMINISTRACAO PUBLICA","M","SUL","medio","medio","baixo","alto","medio","alto","alto","medio","medio","baixo"
2270021,201507,2015-07-01,2015,"07",5.81395348837209,5.81395348837209,0,"MATERNIDADE ESCOLA DA UFRJ","ADMINISTRACAO PUBLICA","M","SUL","medio","alto","baixo","alto","medio","alto","alto","medio","medio","baixo"
2270021,201508,2015-08-01,2015,"08",6.28930817610063,6.28930817610063,0,"MATERNIDADE ESCOLA DA UFRJ","ADMINISTRACAO PUBLICA","M","SUL","medio","alto","baixo","alto","medio","medio","alto","medio","medio","baixo"
2270021,201509,2015-09-01,2015,"09",24.6913580246914,24.6913580246914,0,"MATERNIDADE ESCOLA DA UFRJ","ADMINISTRACAO PUBLICA","M","SUL","medio","alto","baixo","alto","medio","alto","alto","alto","alto","baixo"
2270021,201510,2015-10-01,2015,"10",0,0,0,"MATERNIDADE ESCOLA DA UFRJ","ADMINISTRACAO PUBLICA","M","SUL","medio","alto","baixo","alto","medio","baixo","alto","baixo","baixo","baixo"
2270021,201511,2015-11-01,2015,"11",7.5187969924812,7.5187969924812,0,"MATERNIDADE ESCOLA DA UFRJ","ADMINISTRACAO PUBLICA","M","SUL","medio","alto","baixo","medio","medio","baixo","alto","medio","medio","baixo"
2270021,201512,2015-12-01,2015,"12",14.5985401459854,14.5985401459854,0,"MATERNIDADE ESCOLA DA UFRJ","ADMINISTRACAO PUBLICA","M","SUL","medio","alto","baixo","alto","medio","baixo","alto","alto","alto","baixo"
2270021,201601,2016-01-01,2016,"01",12.987012987013,12.987012987013,0,"MATERNIDADE ESCOLA DA UFRJ","ADMINISTRACAO PUBLICA","M","SUL","medio","alto","baixo","alto","baixo","alto","alto","alto","alto","baixo"
2270021,201602,2016-02-01,2016,"02",6.5359477124183,6.5359477124183,0,"MATERNIDADE ESCOLA DA UFRJ","ADMINISTRACAO PUBLICA","M","SUL","medio","alto","baixo","alto","medio","alto","alto","medio","medio","baixo"
2270021,201603,2016-03-01,2016,"03",5.74712643678161,5.74712643678161,0,"MATERNIDADE ESCOLA DA UFRJ","ADMINISTRACAO PUBLICA","M","SUL","medio","alto","baixo","alto","medio","medio","alto","medio","medio","baixo"
2270021,201604,2016-04-01,2016,"04",19.4805194805195,19.4805194805195,0,"MATERNIDADE ESCOLA DA UFRJ","ADMINISTRACAO PUBLICA","M","SUL","medio","alto","medio","alto","medio","medio","alto","alto","alto","baixo"
2270021,201605,2016-05-01,2016,"05",32.258064516129,21.505376344086,10.752688172043,"MATERNIDADE ESCOLA DA UFRJ","ADMINISTRACAO PUBLICA","M","SUL","medio","alto","baixo","alto","medio","medio","alto","alto","alto","alto"
2270021,201606,2016-06-01,2016,"06",17.6470588235294,11.7647058823529,5.88235294117647,"MATERNIDADE ESCOLA DA UFRJ","ADMINISTRACAO PUBLICA","M","SUL","medio","alto","baixo","alto","medio","medio","alto","alto","alto","alto"
2270021,201607,2016-07-01,2016,"07",12.6582278481013,6.32911392405063,6.32911392405063,"MATERNIDADE ESCOLA DA UFRJ","ADMINISTRACAO PUBLICA","M","SUL","medio","alto","baixo","alto","baixo","baixo","medio","alto","medio","alto"
2270021,201608,2016-08-01,2016,"08",0,0,0,"MATERNIDADE ESCOLA DA UFRJ","ADMINISTRACAO PUBLICA","M","SUL","medio","alto","baixo","alto","baixo","alto","alto","baixo","baixo","baixo"
2270021,201609,2016-09-01,2016,"09",28.7769784172662,21.5827338129496,7.19424460431655,"MATERNIDADE ESCOLA DA UFRJ","ADMINISTRACAO PUBLICA","M","SUL","medio","medio","baixo","alto","baixo","alto","alto","alto","alto","alto"
2270021,201610,2016-10-01,2016,"10",7.5187969924812,7.5187969924812,0,"MATERNIDADE ESCOLA DA UFRJ","ADMINISTRACAO PUBLICA","M","SUL","medio","alto","baixo","medio","medio","alto","medio","medio","medio","baixo"
2270021,201611,2016-11-01,2016,"11",0,0,0,"MATERNIDADE ESCOLA DA UFRJ","ADMINISTRACAO PUBLICA","M","SUL","medio","alto","baixo","alto","baixo","baixo","alto","baixo","baixo","baixo"
2270021,201612,2016-12-01,2016,"12",13.7931034482759,13.7931034482759,0,"MATERNIDADE ESCOLA DA UFRJ","ADMINISTRACAO PUBLICA","M","SUL","medio","alto","baixo","alto","medio","alto","alto","alto","alto","baixo"
2270021,201701,2017-01-01,2017,"01",5.84795321637427,5.84795321637427,0,"MATERNIDADE ESCOLA DA UFRJ","ADMINISTRACAO PUBLICA","M","SUL","medio","alto","baixo","medio","baixo","medio","alto","medio","medio","baixo"
2270021,201702,2017-02-01,2017,"02",25.6410256410256,25.6410256410256,0,"MATERNIDADE ESCOLA DA UFRJ","ADMINISTRACAO PUBLICA","M","SUL","medio","alto","baixo","alto","baixo","alto","alto","alto","alto","baixo"
2270021,201703,2017-03-01,2017,"03",22.7272727272727,18.1818181818182,4.54545454545454,"MATERNIDADE ESCOLA DA UFRJ","ADMINISTRACAO PUBLICA","M","SUL","medio","alto","baixo","alto","medio","alto","alto","alto","alto","alto"
2270021,201704,2017-04-01,2017,"04",16.4835164835165,16.4835164835165,0,"MATERNIDADE ESCOLA DA UFRJ","ADMINISTRACAO PUBLICA","M","SUL","medio","alto","baixo","alto","medio","alto","alto","alto","alto","baixo"
2270021,201705,2017-05-01,2017,"05",11.6959064327485,5.84795321637427,5.84795321637427,"MATERNIDADE ESCOLA DA UFRJ","ADMINISTRACAO PUBLICA","M","SUL","medio","alto","baixo","alto","baixo","medio","alto","alto","medio","alto"
2270021,201706,2017-06-01,2017,"06",0,0,0,"MATERNIDADE ESCOLA DA UFRJ","ADMINISTRACAO PUBLICA","M","SUL","medio","medio","baixo","alto","medio","baixo","alto","baixo","baixo","baixo"
2270021,201707,2017-07-01,2017,"07",5.26315789473684,5.26315789473684,0,"MATERNIDADE ESCOLA DA UFRJ","ADMINISTRACAO PUBLICA","M","SUL","medio","alto","baixo","alto","baixo","medio","alto","medio","medio","baixo"
2270021,201708,2017-08-01,2017,"08",5.61797752808989,0,5.61797752808989,"MATERNIDADE ESCOLA DA UFRJ","ADMINISTRACAO PUBLICA","M","SUL","medio","medio","baixo","alto","baixo","medio","medio","medio","baixo","alto"
2270021,201709,2017-09-01,2017,"09",6.36942675159236,0,6.36942675159236,"MATERNIDADE ESCOLA DA UFRJ","ADMINISTRACAO PUBLICA","M","SUL","medio","medio","baixo","medio","medio","alto","alto","medio","baixo","alto"
2270021,201710,2017-10-01,2017,"10",29.8507462686567,22.3880597014925,7.46268656716418,"MATERNIDADE ESCOLA DA UFRJ","ADMINISTRACAO PUBLICA","M","SUL","medio","medio","baixo","alto","medio","alto","alto","alto","alto","alto"
2270021,201711,2017-11-01,2017,"11",12.987012987013,12.987012987013,0,"MATERNIDADE ESCOLA DA UFRJ","ADMINISTRACAO PUBLICA","M","SUL","medio","alto","baixo","alto","medio","medio","alto","alto","alto","baixo"
2270021,201712,2017-12-01,2017,"12",16.2162162162162,16.2162162162162,0,"MATERNIDADE ESCOLA DA UFRJ","ADMINISTRACAO PUBLICA","M","SUL","medio","baixo","baixo","alto","medio","alto","alto","alto","alto","baixo"
2270056,200601,2006-01-01,2006,"01",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","baixo","baixo","baixo","baixo","baixo","baixo","baixo","baixo"
2270056,200602,2006-02-01,2006,"02",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto","alto","baixo","baixo","baixo","baixo","baixo","baixo"
2270056,200603,2006-03-01,2006,"03",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto","medio","alto","baixo","baixo","baixo","baixo","baixo"
2270056,200604,2006-04-01,2006,"04",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto","medio","alto","alto","medio","baixo","baixo","baixo"
2270056,200605,2006-05-01,2006,"05",12.8205128205128,0,12.8205128205128,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto","medio","alto","alto","baixo","alto","baixo","alto"
2270056,200606,2006-06-01,2006,"06",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","medio","medio","alto","baixo","baixo","baixo","baixo","baixo"
2270056,200607,2006-07-01,2006,"07",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto","baixo","alto","medio","medio","baixo","baixo","baixo"
2270056,200608,2006-08-01,2006,"08",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto","baixo","alto","medio","medio","baixo","baixo","baixo"
2270056,200609,2006-09-01,2006,"09",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto","baixo","alto","medio","baixo","baixo","baixo","baixo"
2270056,200610,2006-10-01,2006,"10",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto","medio","alto","alto","baixo","baixo","baixo","baixo"
2270056,200611,2006-11-01,2006,"11",15.3846153846154,15.3846153846154,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto","baixo","alto","alto","baixo","alto","alto","baixo"
2270056,200612,2006-12-01,2006,"12",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto","baixo","alto","alto","baixo","baixo","baixo","baixo"
2270056,200701,2007-01-01,2007,"01",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"alto","medio","medio","baixo","baixo","baixo"
2270056,200702,2007-02-01,2007,"02",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"alto","baixo","baixo","baixo","baixo","baixo"
2270056,200703,2007-03-01,2007,"03",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"alto","baixo","medio","baixo","baixo","baixo"
2270056,200704,2007-04-01,2007,"04",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"alto","medio","medio","baixo","baixo","baixo"
2270056,200705,2007-05-01,2007,"05",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"alto","medio","medio","baixo","baixo","baixo"
2270056,200706,2007-06-01,2007,"06",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"alto","medio","medio","baixo","baixo","baixo"
2270056,200707,2007-07-01,2007,"07",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"alto","alto","baixo","baixo","baixo","baixo"
2270056,200708,2007-08-01,2007,"08",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"alto","baixo","baixo","baixo","baixo","baixo"
2270056,200709,2007-09-01,2007,"09",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"alto","medio","medio","baixo","baixo","baixo"
2270056,200710,2007-10-01,2007,"10",16.9491525423729,16.9491525423729,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"alto","alto","baixo","alto","alto","baixo"
2270056,200711,2007-11-01,2007,"11",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","medio",NA,"alto","baixo","baixo","baixo","baixo","baixo"
2270056,200712,2007-12-01,2007,"12",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"alto","alto","medio","baixo","baixo","baixo"
2270056,200801,2008-01-01,2008,"01",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto","medio","alto","alto","baixo","baixo","baixo","baixo"
2270056,200802,2008-02-01,2008,"02",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","medio","alto","alto","alto","alto","baixo","baixo","baixo","baixo"
2270056,200803,2008-03-01,2008,"03",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","medio","alto","baixo","alto","baixo","baixo","baixo","baixo","baixo"
2270056,200804,2008-04-01,2008,"04",22.7272727272727,0,22.7272727272727,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","alto","alto","medio","alto","baixo","baixo","alto","baixo","alto"
2270056,200805,2008-05-01,2008,"05",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto","alto","alto","alto","medio","baixo","baixo","baixo"
2270056,200806,2008-06-01,2008,"06",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto","medio","alto","baixo","baixo","baixo","baixo","baixo"
2270056,200807,2008-07-01,2008,"07",16.9491525423729,16.9491525423729,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto","medio","alto","medio","medio","alto","alto","baixo"
2270056,200808,2008-08-01,2008,"08",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto","baixo","alto","medio","baixo","baixo","baixo","baixo"
2270056,200809,2008-09-01,2008,"09",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto","baixo","alto","baixo","medio","baixo","baixo","baixo"
2270056,200810,2008-10-01,2008,"10",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto","alto","alto","medio","baixo","baixo","baixo","baixo"
2270056,200811,2008-11-01,2008,"11",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto","medio","alto","alto","baixo","baixo","baixo","baixo"
2270056,200812,2008-12-01,2008,"12",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto","medio","alto","medio","baixo","baixo","baixo","baixo"
2270056,200901,2009-01-01,2009,"01",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"alto","baixo","baixo","baixo","baixo","baixo"
2270056,200902,2009-02-01,2009,"02",24.390243902439,24.390243902439,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"alto","alto","baixo","alto","alto","baixo"
2270056,200903,2009-03-01,2009,"03",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"medio","baixo","medio","baixo","baixo","baixo"
2270056,200904,2009-04-01,2009,"04",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","medio",NA,"medio","alto","baixo","baixo","baixo","baixo"
2270056,200905,2009-05-01,2009,"05",44.4444444444444,44.4444444444444,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"medio","baixo","medio","alto","alto","baixo"
2270056,200906,2009-06-01,2009,"06",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","medio","alto",NA,"alto","baixo","baixo","baixo","baixo","baixo"
2270056,200907,2009-07-01,2009,"07",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"medio","alto","medio","baixo","baixo","baixo"
2270056,200908,2009-08-01,2009,"08",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"medio","medio","medio","baixo","baixo","baixo"
2270056,200909,2009-09-01,2009,"09",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","medio","alto",NA,"alto","medio","baixo","baixo","baixo","baixo"
2270056,200910,2009-10-01,2009,"10",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"alto","baixo","baixo","baixo","baixo","baixo"
2270056,200911,2009-11-01,2009,"11",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"alto","alto","baixo","baixo","baixo","baixo"
2270056,200912,2009-12-01,2009,"12",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"medio","alto","medio","baixo","baixo","baixo"
2270056,201001,2010-01-01,2010,"01",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","medio","alto",NA,"alto","alto","baixo","baixo","baixo","baixo"
2270056,201002,2010-02-01,2010,"02",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"alto","medio","baixo","baixo","baixo","baixo"
2270056,201003,2010-03-01,2010,"03",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"alto","baixo","baixo","baixo","baixo","baixo"
2270056,201004,2010-04-01,2010,"04",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"alto","medio","baixo","baixo","baixo","baixo"
2270056,201005,2010-05-01,2010,"05",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"alto","alto","medio","baixo","baixo","baixo"
2270056,201006,2010-06-01,2010,"06",23.2558139534884,0,23.2558139534884,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"alto","alto","baixo","alto","baixo","alto"
2270056,201007,2010-07-01,2010,"07",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"alto","baixo","alto","baixo","baixo","baixo"
2270056,201008,2010-08-01,2010,"08",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"medio","alto","baixo","baixo","baixo","baixo"
2270056,201009,2010-09-01,2010,"09",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"alto","alto","medio","baixo","baixo","baixo"
2270056,201010,2010-10-01,2010,"10",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"alto","alto","medio","baixo","baixo","baixo"
2270056,201011,2010-11-01,2010,"11",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"alto","alto","baixo","baixo","baixo","baixo"
2270056,201012,2010-12-01,2010,"12",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"alto","alto","baixo","baixo","baixo","baixo"
2270056,201101,2011-01-01,2011,"01",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto","baixo","alto","baixo","baixo","baixo","baixo","baixo"
2270056,201102,2011-02-01,2011,"02",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto","medio","alto","alto","baixo","baixo","baixo","baixo"
2270056,201103,2011-03-01,2011,"03",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","medio","alto","baixo","alto","baixo","baixo","baixo","baixo","baixo"
2270056,201104,2011-04-01,2011,"04",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto","medio","alto","alto","medio","baixo","baixo","baixo"
2270056,201105,2011-05-01,2011,"05",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto","baixo","alto","alto","medio","baixo","baixo","baixo"
2270056,201106,2011-06-01,2011,"06",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto","baixo","alto","alto","baixo","baixo","baixo","baixo"
2270056,201107,2011-07-01,2011,"07",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto","medio","medio","baixo","baixo","baixo","baixo","baixo"
2270056,201108,2011-08-01,2011,"08",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","medio","alto","alto","alto","alto","baixo","baixo","baixo","baixo"
2270056,201109,2011-09-01,2011,"09",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto","baixo","alto","baixo","baixo","baixo","baixo","baixo"
2270056,201110,2011-10-01,2011,"10",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","medio","baixo","alto","baixo","baixo","baixo","baixo","baixo"
2270056,201111,2011-11-01,2011,"11",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto","alto","alto","baixo","baixo","baixo","baixo","baixo"
2270056,201112,2011-12-01,2011,"12",90.9090909090909,0,90.9090909090909,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","alto","alto","alto","alto","baixo","baixo","alto","baixo","alto"
2270056,201201,2012-01-01,2012,"01",66.6666666666667,66.6666666666667,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"medio","alto","baixo","alto","alto","baixo"
2270056,201202,2012-02-01,2012,"02",0,0,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","alto","alto",NA,"alto","baixo","baixo","baixo","baixo","baixo"
2270056,201203,2012-03-01,2012,"03",52.6315789473684,52.6315789473684,0,"SMS HOSPITAL MUNICIPAL PAULINO WERNECK AP 31","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"alto","alto","medio","alto","alto","baixo"
